1,Voyatouch,81,36
2,Y-find,272,42
3,Subin,44,24
4,Stringtough,401,63
5,Zathin,421,23
6,Latlux,7,94
7,Zamit,232,59
8,Stringtough,91,19
9,Voltsillam,129,74
10,Cardguard,170,68
11,Voltsillam,147,73
12,Cardify,125,45
13,Cardguard,146,75
14,Daltfresh,110,45
15,Matsoft,479,12
16,Alpha,288,95
17,Fix San,410,90
18,Latlux,498,46
19,Home Ing,306,61
20,Zoolab,290,5
21,It,200,59
22,Daltfresh,298,30
23,Trippledex,137,77
24,Regrant,273,18
25,Transcof,185,33
26,Redhold,216,74
27,Duobam,410,23
28,Prodder,481,84
29,Lotstring,184,32
30,Stronghold,413,38
31,Hatity,329,17
32,Tempsoft,229,28
33,Home Ing,130,54
34,Cardguard,200,86
35,Regrant,304,42
36,Greenlam,180,35
37,Fix San,489,7
38,Temp,305,32
39,Zathin,348,41
40,Fix San,350,5
41,Rank,321,25
42,Bytecard,255,77
43,Lotlux,424,61
44,Viva,27,82
45,Zathin,459,20
46,Konklux,248,15
47,Pannier,481,30
48,Domainer,284,30
49,Span,377,99
50,Stronghold,236,47
51,Tampflex,113,87
52,Voltsillam,244,37
53,Lotlux,169,84
54,Voyatouch,244,92
55,Cardify,189,50
56,Home Ing,226,59
57,Temp,484,56
58,Tin,104,95
59,Sonair,354,45
60,Gembucket,408,65
61,Keylex,156,93
62,Otcom,309,67
63,Ventosanzap,453,29
64,Domainer,6,33
65,Vagram,155,45
66,Zathin,322,29
67,Tresom,237,40
68,Fixflex,8,62
69,Overhold,268,32
70,It,73,30
71,Solarbreeze,410,54
72,Voyatouch,41,49
73,Matsoft,191,20
74,Flexidy,472,79
75,Y-Solowarm,387,27
76,Wrapsafe,372,15
77,Prodder,222,49
78,Ventosanzap,68,68
79,Y-Solowarm,152,50
80,Fix San,376,74
81,Bamity,473,70
82,Zoolab,41,96
83,Namfix,92,92
84,Treeflex,289,34
85,Kanlam,447,98
86,Cardguard,20,98
87,Bigtax,498,57
88,Zamit,147,7
89,Trippledex,419,1
90,Ronstring,213,77
91,Cardify,151,47
92,Veribet,94,42
93,Voltsillam,332,5
94,Fix San,500,18
95,Biodex,364,73
96,Fix San,452,96
97,Duobam,467,90
98,Flowdesk,451,5
99,Hatity,329,81
100,Veribet,54,10
101,Subin,241,38
102,It,465,19
103,Trippledex,68,77
104,Tampflex,315,70
105,Y-find,1,14
106,Konklux,319,11
107,Gembucket,250,12
108,Bitchip,373,45
109,Pannier,113,55
110,Bytecard,252,34
111,Ronstring,200,42
112,Flexidy,263,46
113,Bamity,347,78
114,Span,63,16
115,Zaam-Dox,426,51
116,Bitchip,227,22
117,Cardify,168,36
118,Redhold,255,27
119,Span,183,70
120,Aerified,145,67
121,Aerified,25,68
122,Konklab,469,16
123,Voyatouch,167,5
124,Home Ing,62,62
125,Stringtough,280,15
126,Ronstring,282,70
127,Veribet,37,21
128,Toughjoyfax,385,98
129,Tin,469,12
130,Zaam-Dox,142,88
131,Home Ing,229,22
132,Alphazap,256,37
133,Job,435,3
134,Fix San,306,97
135,Alpha,283,51
136,Bitchip,375,28
137,Keylex,142,93
138,It,192,96
139,Cookley,356,49
140,Biodex,401,1
141,Pannier,57,45
142,Quo Lux,170,95
143,Zathin,454,52
144,Alphazap,473,37
145,Prodder,177,26
146,Kanlam,374,61
147,Flowdesk,231,82
148,Mat Lam Tam,238,53
149,Zathin,73,52
150,Bigtax,286,28
151,Fintone,45,88
152,Biodex,415,99
153,Opela,105,59
154,Y-Solowarm,253,29
155,Overhold,327,37
156,Redhold,283,85
157,Span,46,57
158,Redhold,300,96
159,Quo Lux,221,95
160,Konklab,340,78
161,Sonsing,385,16
162,Quo Lux,57,72
163,Gembucket,399,21
164,Toughjoyfax,196,64
165,Cardguard,319,92
166,Mat Lam Tam,146,50
167,Sonsing,268,80
168,Fintone,55,77
169,Zontrax,491,96
170,Subin,461,60
171,Zoolab,195,89
172,Asoka,59,98
173,Ronstring,155,51
174,Asoka,305,43
175,Ronstring,48,42
176,Span,440,82
177,Veribet,328,21
178,Keylex,75,23
179,Tres-Zap,3,99
180,Redhold,233,45
181,Konklab,227,81
182,Sonair,191,94
183,Fix San,412,31
184,Regrant,143,26
185,Fintone,345,71
186,Trippledex,480,73
187,Cookley,457,62
188,Kanlam,7,99
189,Sub-Ex,170,48
190,Bytecard,337,60
191,Latlux,38,69
192,Veribet,176,62
193,Viva,419,38
194,Fix San,312,89
195,Latlux,347,39
196,Daltfresh,29,90
197,Holdlamis,226,28
198,Zathin,445,94
199,Treeflex,187,52
200,Stim,7,39
201,Vagram,266,97
202,Quo Lux,63,22
203,Home Ing,414,58
204,Treeflex,372,79
205,Redhold,332,67
206,Greenlam,348,88
207,Andalax,482,11
208,Cardify,45,88
209,Flexidy,450,45
210,Toughjoyfax,410,14
211,Domainer,476,87
212,Ronstring,41,77
213,Bigtax,313,2
214,Sonsing,349,89
215,Subin,142,2
216,Lotlux,13,58
217,Rank,181,54
218,Hatity,53,16
219,Asoka,29,59
220,Latlux,159,96
221,Regrant,285,7
222,Domainer,290,34
223,Bitwolf,386,76
224,Flexidy,326,13
225,Tampflex,346,58
226,Tresom,74,72
227,Tempsoft,237,17
228,Ronstring,333,85
229,Overhold,297,3
230,Lotlux,308,30
231,Quo Lux,279,86
232,Mat Lam Tam,413,90
233,Mat Lam Tam,215,25
234,Ronstring,250,50
235,Bitwolf,399,27
236,Opela,404,83
237,Kanlam,345,26
238,Span,304,99
239,Fixflex,76,97
240,Solarbreeze,178,69
241,Bitchip,14,99
242,Tampflex,417,18
243,Biodex,311,56
244,Stringtough,473,10
245,Biodex,151,5
246,Cookley,447,5
247,Bitchip,139,13
248,Alpha,42,45
249,Zamit,429,33
250,Sonsing,129,43
251,Redhold,225,34
252,Zontrax,414,70
253,Gembucket,6,55
254,Sub-Ex,432,79
255,Solarbreeze,455,29
256,Cardguard,95,83
257,Subin,415,44
258,Treeflex,390,8
259,Zontrax,383,49
260,Greenlam,207,83
261,Fintone,330,23
262,Zoolab,458,47
263,Regrant,172,45
264,Tempsoft,372,18
265,Quo Lux,312,78
266,Lotstring,420,58
267,Namfix,351,59
268,Viva,176,62
269,Ventosanzap,171,48
270,Opela,60,62
271,Greenlam,372,75
272,Stim,220,81
273,Opela,147,43
274,Bigtax,69,83
275,Alphazap,47,34
276,Namfix,474,16
277,Daltfresh,84,99
278,Regrant,430,26
279,Alpha,76,86
280,Subin,416,66
281,Y-Solowarm,474,38
282,Mat Lam Tam,59,55
283,Rank,221,20
284,Gembucket,309,20
285,Aerified,258,6
286,Redhold,205,32
287,Transcof,438,25
288,Treeflex,189,86
289,Biodex,30,36
290,Sonair,222,37
291,Viva,275,18
292,Cardify,273,82
293,Tempsoft,305,76
294,Tin,200,10
295,Veribet,300,99
296,Tin,405,2
297,Ronstring,11,16
298,Namfix,366,85
299,Latlux,132,29
300,Daltfresh,104,13
301,Cookley,77,40
302,Sub-Ex,475,56
303,Ronstring,97,43
304,Bitchip,421,68
305,Ventosanzap,172,24
306,Bitwolf,214,76
307,Sonsing,143,2
308,Kanlam,34,5
309,Home Ing,397,16
310,Alphazap,23,89
311,Mat Lam Tam,494,71
312,Pannier,277,57
313,Wrapsafe,176,51
314,Daltfresh,468,38
315,Sonsing,354,26
316,Cardify,478,81
317,Viva,236,65
318,Fix San,406,45
319,Daltfresh,400,6
320,Pannier,285,48
321,Stim,454,54
322,Holdlamis,89,2
323,Quo Lux,155,24
324,Greenlam,10,95
325,Tres-Zap,105,60
326,It,376,79
327,Regrant,321,73
328,Flexidy,15,23
329,Y-Solowarm,122,64
330,Matsoft,121,63
331,Viva,348,20
332,Toughjoyfax,143,45
333,Home Ing,327,15
334,Tres-Zap,402,10
335,Cardify,273,92
336,Voyatouch,388,30
337,Redhold,126,26
338,Bytecard,288,80
339,Bitchip,319,7
340,Tempsoft,217,28
341,Kanlam,401,58
342,Bamity,170,34
343,Fix San,374,1
344,Zaam-Dox,381,56
345,Flexidy,398,79
346,Aerified,146,89
347,Flowdesk,176,13
348,Vagram,494,55
349,Ventosanzap,329,98
350,Opela,392,19
351,Span,282,87
352,Tresom,277,47
353,Zaam-Dox,34,79
354,It,450,10
355,Fintone,76,79
356,Viva,60,46
357,Lotlux,380,23
358,Treeflex,167,25
359,Holdlamis,484,68
360,Latlux,412,90
361,Veribet,47,94
362,Alpha,466,21
363,Stringtough,63,56
364,Tampflex,402,90
365,Tresom,401,50
366,Vagram,144,94
367,Latlux,30,56
368,Aerified,178,87
369,Solarbreeze,425,38
370,Vagram,125,41
371,Fix San,125,96
372,Redhold,27,97
373,Flexidy,34,65
374,Stronghold,75,40
375,Cookley,224,64
376,Span,477,53
377,Bamity,66,74
378,Cardify,394,46
379,Holdlamis,137,25
380,Namfix,374,30
381,Veribet,38,21
382,Daltfresh,91,76
383,Bamity,156,89
384,Voyatouch,378,64
385,Hatity,84,13
386,Pannier,482,17
387,Asoka,94,19
388,Konklux,120,25
389,Kanlam,476,94
390,Redhold,265,43
391,Fixflex,105,6
392,Regrant,212,16
393,Zoolab,88,28
394,Bitchip,393,93
395,Bigtax,9,51
396,Stim,180,10
397,Bitchip,483,68
398,Mat Lam Tam,60,85
399,Keylex,150,40
400,Ronstring,415,83
401,Lotstring,262,99
402,Sub-Ex,381,92
403,Rank,152,19
404,Fixflex,452,89
405,Greenlam,110,88
406,Biodex,429,93
407,Y-Solowarm,190,43
408,Solarbreeze,332,78
409,Vagram,312,36
410,Matsoft,280,35
411,Home Ing,246,54
412,Veribet,397,60
413,Toughjoyfax,135,96
414,Tin,352,2
415,Subin,71,30
416,Stronghold,468,91
417,Lotstring,430,93
418,Overhold,221,98
419,Span,409,91
420,Fixflex,455,10
421,Zamit,363,98
422,Quo Lux,269,1
423,Greenlam,114,31
424,Viva,206,25
425,Zoolab,25,65
426,Cardify,4,96
427,Quo Lux,85,51
428,Asoka,494,23
429,Latlux,160,60
430,Ronstring,273,39
431,Subin,279,91
432,Vagram,137,56
433,Temp,233,10
434,Fintone,462,85
435,Overhold,239,36
436,Regrant,67,8
437,Bytecard,424,98
438,Zaam-Dox,411,92
439,Solarbreeze,335,63
440,Temp,146,85
441,Flexidy,468,78
442,Matsoft,428,70
443,Treeflex,162,71
444,Fixflex,301,84
445,Treeflex,385,30
446,Kanlam,24,44
447,Zamit,277,23
448,Opela,322,48
449,Ventosanzap,431,1
450,Bytecard,319,33
451,Bigtax,210,82
452,Job,257,32
453,Duobam,370,25
454,Bytecard,115,39
455,Daltfresh,329,64
456,Voyatouch,27,99
457,Biodex,202,85
458,Pannier,491,4
459,Transcof,490,55
460,Voltsillam,296,54
461,Keylex,274,20
462,Cardguard,463,84
463,Redhold,46,15
464,Pannier,122,79
465,Biodex,229,25
466,Aerified,433,24
467,Opela,462,85
468,Sonsing,486,8
469,Alphazap,141,72
470,Prodder,392,30
471,Rank,299,76
472,Stronghold,237,42
473,Pannier,460,75
474,Home Ing,160,49
475,Trippledex,41,8
476,Rank,120,74
477,Zaam-Dox,111,83
478,Voltsillam,122,14
479,Viva,228,56
480,Duobam,62,95
481,Greenlam,4,51
482,Cookley,439,13
483,Rank,133,90
484,Lotlux,150,84
485,Span,383,87
486,Latlux,362,45
487,Zontrax,228,92
488,Toughjoyfax,448,62
489,Sonair,478,21
490,Biodex,19,98
491,Tres-Zap,465,8
492,Zamit,488,11
493,Wrapsafe,186,42
494,Bytecard,161,79
495,Wrapsafe,467,69
496,Wrapsafe,377,45
497,Duobam,465,72
498,Sonsing,257,25
499,Zathin,266,19
500,Overhold,118,44
501,Redhold,385,14
502,Regrant,361,18
503,Lotstring,400,89
504,Bytecard,76,74
505,Biodex,500,44
506,Ventosanzap,351,9
507,Konklab,130,40
508,Latlux,366,83
509,Bitwolf,36,6
510,Temp,5,97
511,Sonsing,420,48
512,Regrant,195,22
513,Cardguard,180,41
514,Fixflex,322,64
515,Span,57,70
516,Sub-Ex,403,76
517,Stringtough,406,81
518,Y-find,19,69
519,Matsoft,93,27
520,Daltfresh,407,13
521,Zoolab,460,36
522,Keylex,379,66
523,Sonair,196,29
524,Hatity,205,35
525,Kanlam,185,66
526,Andalax,141,57
527,Asoka,378,96
528,Latlux,247,89
529,Quo Lux,481,53
530,Opela,143,10
531,Viva,421,3
532,Sub-Ex,166,33
533,Trippledex,356,98
534,Treeflex,465,32
535,Y-Solowarm,458,12
536,Tresom,72,80
537,Aerified,197,1
538,Zamit,387,93
539,Cardguard,416,59
540,Namfix,408,81
541,Flowdesk,285,15
542,Bigtax,128,88
543,Fixflex,395,56
544,Rank,44,55
545,Pannier,168,7
546,Prodder,493,67
547,Overhold,156,45
548,Daltfresh,345,84
549,Temp,20,39
550,Sub-Ex,449,79
551,Tin,284,20
552,Overhold,335,81
553,Zathin,232,8
554,Aerified,236,17
555,Redhold,50,97
556,Wrapsafe,389,17
557,Sonair,230,48
558,Holdlamis,49,16
559,Pannier,81,25
560,Latlux,170,62
561,Aerified,257,12
562,Overhold,265,10
563,Cardify,189,14
564,Aerified,455,80
565,Pannier,144,83
566,Quo Lux,151,96
567,Alpha,447,64
568,Vagram,242,32
569,Flexidy,290,17
570,Konklux,192,39
571,Cardguard,499,60
572,Lotlux,468,18
573,Fix San,408,92
574,Wrapsafe,29,84
575,Bytecard,421,66
576,Konklab,442,95
577,Konklab,106,98
578,Konklux,340,24
579,Y-find,10,58
580,Y-find,339,24
581,Transcof,413,65
582,Stringtough,341,88
583,Zoolab,137,66
584,Voyatouch,261,66
585,Lotstring,302,97
586,Holdlamis,88,88
587,Otcom,175,34
588,Zamit,442,6
589,Bamity,381,51
590,Aerified,124,89
591,Voyatouch,64,33
592,It,338,14
593,Zathin,39,35
594,Bitwolf,34,3
595,Transcof,260,3
596,Job,139,18
597,Voltsillam,469,48
598,Voltsillam,264,47
599,Subin,478,38
600,Trippledex,280,64
601,Tampflex,181,38
602,Tin,91,66
603,Opela,37,4
604,Tres-Zap,170,48
605,Fix San,158,59
606,Viva,165,88
607,Greenlam,165,74
608,Job,86,92
609,Voltsillam,113,71
610,Zoolab,466,71
611,Zamit,480,8
612,Trippledex,296,67
613,Sonair,290,63
614,Solarbreeze,363,46
615,Latlux,290,74
616,Cardify,236,60
617,Transcof,492,3
618,Biodex,42,22
619,Stim,104,92
620,Aerified,191,10
621,Sonsing,100,97
622,Voltsillam,341,13
623,Subin,387,60
624,Transcof,365,32
625,Holdlamis,325,91
626,Keylex,478,82
627,Zamit,162,44
628,Aerified,219,2
629,Hatity,169,93
630,Opela,433,51
631,Prodder,1,65
632,Redhold,330,54
633,Wrapsafe,390,64
634,Job,354,14
635,Voltsillam,151,14
636,Bytecard,338,50
637,Tempsoft,311,38
638,Alpha,437,77
639,Daltfresh,363,55
640,Zontrax,402,93
641,Bitwolf,209,25
642,Aerified,430,59
643,Y-find,68,97
644,Bamity,317,43
645,Tempsoft,406,11
646,Zathin,489,95
647,Stim,112,85
648,Zamit,144,83
649,Zoolab,417,1
650,Tempsoft,448,51
651,Bytecard,168,40
652,Sonair,122,77
653,Redhold,379,95
654,Hatity,282,34
655,Zaam-Dox,43,97
656,Trippledex,408,59
657,Otcom,267,46
658,Viva,260,8
659,Aerified,273,8
660,Bamity,156,78
661,Otcom,419,91
662,Sub-Ex,188,50
663,Voyatouch,12,21
664,Sonsing,326,61
665,Overhold,177,88
666,Konklab,376,90
667,Transcof,28,64
668,Vagram,49,79
669,Stim,54,69
670,Hatity,351,91
671,Zathin,162,60
672,Asoka,150,26
673,Holdlamis,91,79
674,Regrant,359,26
675,Cardify,60,8
676,Temp,335,7
677,Cookley,123,38
678,Zamit,339,89
679,Tin,229,63
680,Andalax,451,61
681,Bitwolf,452,94
682,Konklux,189,58
683,Hatity,279,63
684,Voyatouch,343,57
685,Transcof,33,96
686,Tampflex,476,4
687,Gembucket,79,81
688,Job,150,8
689,Greenlam,102,60
690,Konklab,408,97
691,Konklab,413,49
692,Daltfresh,336,96
693,Lotstring,146,38
694,Latlux,196,20
695,Bitchip,491,69
696,Asoka,252,13
697,Domainer,277,56
698,Rank,233,62
699,Biodex,369,28
700,Voltsillam,461,58
701,Alpha,311,84
702,Pannier,463,48
703,Veribet,99,90
704,Trippledex,6,76
705,Bitchip,320,38
706,Daltfresh,354,81
707,Toughjoyfax,308,71
708,Job,497,89
709,Tempsoft,293,67
710,Trippledex,409,13
711,Pannier,91,68
712,Zamit,394,11
713,Bitwolf,128,78
714,Greenlam,449,98
715,Alpha,209,76
716,Greenlam,36,68
717,Stringtough,363,20
718,Toughjoyfax,155,89
719,Sonair,37,52
720,Redhold,119,31
721,Sonair,7,73
722,Holdlamis,109,46
723,Stringtough,263,34
724,Tresom,276,17
725,Span,307,43
726,Stronghold,377,30
727,Quo Lux,296,87
728,Cookley,182,49
729,Cardguard,451,87
730,Stringtough,406,32
731,Wrapsafe,453,86
732,Toughjoyfax,96,51
733,Tampflex,322,20
734,Solarbreeze,487,24
735,Sonair,39,15
736,Subin,53,16
737,Redhold,95,75
738,Fintone,440,71
739,Fixflex,438,57
740,Opela,313,27
741,Sub-Ex,7,75
742,Namfix,136,32
743,Veribet,296,51
744,Treeflex,482,60
745,Flowdesk,151,54
746,Flowdesk,443,65
747,Regrant,246,51
748,Cookley,186,34
749,Bitwolf,414,66
750,Bitchip,377,90
751,Prodder,154,45
752,Stronghold,314,17
753,Konklab,95,54
754,Overhold,457,13
755,Greenlam,440,27
756,Vagram,202,97
757,Zathin,163,38
758,Flexidy,156,38
759,Trippledex,204,9
760,Wrapsafe,397,17
761,Andalax,224,59
762,Matsoft,386,4
763,Home Ing,325,57
764,Cardify,391,39
765,Sonair,218,91
766,Ventosanzap,304,40
767,Viva,496,32
768,Konklux,490,72
769,Lotlux,182,16
770,Duobam,421,44
771,Domainer,317,4
772,Veribet,172,17
773,Viva,140,70
774,Cookley,60,17
775,Redhold,446,33
776,Andalax,463,75
777,Tin,318,40
778,Greenlam,500,75
779,Span,400,66
780,Voltsillam,110,19
781,Daltfresh,392,3
782,Daltfresh,196,85
783,Konklux,365,37
784,Quo Lux,358,36
785,Bigtax,447,70
786,Transcof,410,88
787,Quo Lux,462,15
788,Stringtough,319,87
789,Zoolab,226,16
790,Wrapsafe,494,98
791,Overhold,460,2
792,Rank,6,14
793,Andalax,498,71
794,Stim,51,64
795,Alphazap,440,5
796,It,116,98
797,Hatity,405,41
798,Voyatouch,175,87
799,Zamit,41,86
800,Daltfresh,343,41
801,Ronstring,195,46
802,Domainer,186,35
803,Mat Lam Tam,183,24
804,Home Ing,466,44
805,Namfix,343,11
806,Mat Lam Tam,79,60
807,Latlux,12,58
808,Opela,363,63
809,Rank,211,90
810,Fintone,335,79
811,Biodex,275,28
812,Greenlam,447,9
813,Tres-Zap,462,32
814,Ventosanzap,437,97
815,Latlux,266,12
816,Aerified,213,95
817,It,86,72
818,Quo Lux,29,27
819,Stringtough,121,91
820,Tempsoft,253,71
821,Mat Lam Tam,276,89
822,Y-Solowarm,356,46
823,Wrapsafe,43,86
824,Alpha,414,87
825,Fix San,491,20
826,Zathin,405,96
827,Bytecard,396,98
828,Solarbreeze,228,57
829,Tres-Zap,194,38
830,Bamity,430,1
831,Pannier,482,39
832,Veribet,338,43
833,Bigtax,187,33
834,Prodder,347,14
835,Kanlam,362,30
836,Stim,478,61
837,Wrapsafe,375,91
838,Gembucket,475,30
839,Otcom,303,51
840,Viva,415,41
841,Namfix,215,99
842,Zontrax,400,73
843,Fixflex,344,74
844,Aerified,77,81
845,Tresom,98,60
846,Konklab,155,65
847,Zoolab,81,44
848,Cardify,30,66
849,Subin,126,73
850,Biodex,40,86
851,Daltfresh,129,92
852,Fintone,150,62
853,Cookley,156,19
854,Fix San,42,43
855,Otcom,7,95
856,Cookley,462,78
857,Y-Solowarm,241,27
858,Konklux,337,45
859,Y-Solowarm,309,60
860,Mat Lam Tam,499,4
861,Tampflex,84,64
862,Namfix,102,82
863,Hatity,291,44
864,Aerified,456,84
865,Tresom,74,16
866,Biodex,459,92
867,Bitwolf,210,90
868,Viva,316,78
869,Zoolab,210,36
870,Vagram,30,37
871,Daltfresh,44,73
872,Konklab,336,12
873,Zathin,226,91
874,Lotlux,92,17
875,Mat Lam Tam,97,45
876,Stim,481,37
877,Fintone,132,7
878,Zamit,199,56
879,Flexidy,285,73
880,Greenlam,460,87
881,Cardguard,442,26
882,Biodex,194,42
883,Viva,267,54
884,Duobam,13,39
885,Fixflex,473,67
886,Opela,86,56
887,Bytecard,156,1
888,Namfix,10,16
889,Kanlam,399,72
890,Home Ing,180,55
891,Bamity,357,58
892,Zaam-Dox,69,16
893,Holdlamis,465,31
894,Transcof,124,88
895,Solarbreeze,98,55
896,It,224,51
897,Zaam-Dox,341,97
898,Asoka,127,60
899,Viva,445,4
900,Flexidy,489,65
901,Daltfresh,307,69
902,Opela,376,91
903,Lotstring,428,25
904,Cookley,166,44
905,Voyatouch,19,16
906,Greenlam,63,65
907,Home Ing,205,35
908,Zamit,400,61
909,Tres-Zap,302,41
910,Alpha,383,99
911,Home Ing,487,18
912,Job,264,65
913,Keylex,462,13
914,Alpha,333,34
915,Mat Lam Tam,401,88
916,Ronstring,434,79
917,Cardify,441,84
918,Andalax,453,34
919,Otcom,407,45
920,Duobam,450,45
921,Cardguard,444,7
922,Ventosanzap,204,47
923,Latlux,291,16
924,Hatity,260,20
925,Bytecard,186,69
926,Zontrax,69,23
927,Voltsillam,93,50
928,Mat Lam Tam,186,38
929,Namfix,152,64
930,Span,69,74
931,Treeflex,238,52
932,Cardify,14,93
933,Lotlux,97,22
934,Quo Lux,138,9
935,Wrapsafe,299,59
936,Alpha,134,77
937,Job,276,51
938,Pannier,168,38
939,Tres-Zap,322,57
940,Cardguard,73,95
941,Greenlam,167,84
942,Daltfresh,368,21
943,Hatity,46,26
944,Gembucket,390,44
945,Treeflex,251,39
946,Veribet,224,89
947,Treeflex,407,52
948,Ronstring,185,36
949,Ronstring,420,88
950,Holdlamis,288,53
951,Greenlam,271,85
952,Zaam-Dox,237,3
953,Biodex,153,29
954,Home Ing,408,37
955,Cookley,122,44
956,Wrapsafe,222,7
957,Opela,369,20
958,Wrapsafe,123,42
959,Namfix,354,84
960,Hatity,102,83
961,Duobam,151,5
962,Sonair,418,29
963,Gembucket,423,66
964,Cookley,373,42
965,Bigtax,248,91
966,Bytecard,393,30
967,Viva,107,7
968,Ventosanzap,25,66
969,Lotstring,458,5
970,Andalax,119,53
971,Lotlux,137,75
972,Flowdesk,329,50
973,Aerified,149,95
974,Zoolab,123,54
975,Kanlam,206,44
976,Vagram,308,18
977,Veribet,83,23
978,Wrapsafe,95,17
979,Quo Lux,142,74
980,Bitwolf,233,62
981,Alpha,184,11
982,Zontrax,216,65
983,Sonsing,306,54
984,Alpha,307,44
985,Trippledex,184,70
986,Stronghold,62,79
987,Opela,207,6
988,Sub-Ex,174,51
989,It,178,56
990,Home Ing,131,89
991,Bamity,41,45
992,Keylex,28,24
993,Wrapsafe,219,61
994,Asoka,421,41
995,Wrapsafe,288,62
996,Flowdesk,298,75
997,Solarbreeze,425,54
998,Ventosanzap,450,6
999,Gembucket,408,93
1000,Flexidy,342,8
